,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,class
910,77,31.213,11.196,8.757,0.993,11.705,9.0,1.279,0.782,0.917,0
1360,125,42.527,16.931,9.4,0.869,17.493,9.899,1.801,0.555,0.912,0
8767,63,28.385,10.11,7.934,0.983,10.77,8.0,1.274,0.785,0.926,0
2622,226,63.255,26.462,10.874,0.71,26.249,12.0,2.433,0.411,0.873,0
5415,121,40.87,14.839,10.382,0.91,15.524,11.0,1.429,0.7,0.917,0
4765,84,36.042,12.707,8.417,0.813,14.142,9.0,1.51,0.662,0.875,0
2077,85,34.385,13.24,8.174,0.903,13.601,8.0,1.62,0.617,0.929,0
3336,204,104.711,34.853,7.452,0.234,43.658,11.538,4.677,0.214,0.507,1
7111,191,75.983,31.674,7.678,0.416,33.601,10.487,4.125,0.242,0.726,1
3287,229,92.912,23.588,12.361,0.333,30.463,19.451,1.908,0.524,0.55,1
2024,256,74.77,31.338,10.401,0.575,30.15,11.275,3.013,0.332,0.852,-1
2868,177,87.64,36.662,6.147,0.29,38.833,10.189,5.964,0.168,0.607,1
6970,216,88.569,33.199,8.284,0.346,37.59,11.628,4.008,0.25,0.684,1
4947,186,71.355,28.248,8.384,0.459,30.364,10.774,3.369,0.297,0.777,1
1132,86,33.799,12.629,8.671,0.946,13.601,9.707,1.457,0.687,0.925,0
2806,217,102.225,39.732,6.954,0.261,44.418,10.875,5.713,0.175,0.557,1
515,200,86.326,31.679,8.038,0.337,35.228,12.206,3.941,0.254,0.597,1
3435,323,123.095,33.455,12.293,0.268,46.957,18.508,2.721,0.367,0.547,-1
6926,173,67.841,22.972,9.589,0.472,26.077,13.168,2.396,0.417,0.676,1
89,82,32.627,12.156,8.589,0.968,13.0,9.0,1.415,0.707,0.921,0
1653,121,41.456,15.602,9.875,0.885,16.155,10.733,1.58,0.633,0.92,0
7974,94,35.456,13.218,9.054,0.94,13.892,9.839,1.46,0.685,0.908,0
638,436,78.326,24.597,22.57,0.893,27.203,23.335,1.09,0.918,0.931,-1
1672,129,42.87,16.254,10.105,0.882,17.0,10.733,1.608,0.622,0.921,0
6787,147,65.012,21.303,8.786,0.437,25.962,11.0,2.425,0.412,0.75,1
6378,178,74.083,29.441,7.698,0.408,30.871,11.413,3.825,0.261,0.67,1
2339,246,127.196,40.671,7.701,0.191,52.802,13.864,5.281,0.189,0.409,1
2194,95,35.698,13.581,8.906,0.937,13.892,9.192,1.525,0.656,0.905,0
6122,108,47.456,15.249,9.018,0.603,18.439,10.934,1.691,0.591,0.755,1
6295,101,37.213,13.245,9.709,0.917,13.892,10.0,1.364,0.733,0.918,0
8374,100,37.456,14.579,8.733,0.896,15.232,9.391,1.669,0.599,0.909,0
1706,117,40.87,16.081,9.264,0.88,16.643,10.286,1.736,0.576,0.918,0
8378,99,37.456,15.006,8.4,0.887,15.62,8.485,1.786,0.56,0.93,0
7683,146,63.012,23.592,7.88,0.462,26.249,10.607,2.994,0.334,0.723,1
7657,98,37.456,14.254,8.754,0.878,15.297,9.0,1.628,0.614,0.912,0
6265,166,71.255,27.709,7.628,0.411,29.732,10.648,3.633,0.275,0.693,1
4593,157,59.598,24.646,8.111,0.555,25.495,10.733,3.039,0.329,0.797,1
4310,489,91.497,32.04,19.432,0.734,33.121,22.004,1.649,0.606,0.879,-1
4637,131,57.841,14.126,11.807,0.492,17.464,13.891,1.196,0.836,0.78,-1
6055,165,69.941,24.221,8.674,0.424,29.614,11.611,2.792,0.358,0.732,1
4716,229,92.569,34.762,8.388,0.336,39.395,11.857,4.144,0.241,0.679,1
4849,197,73.255,26.031,9.636,0.461,29.732,12.155,2.701,0.37,0.752,1
8570,132,51.113,19.814,8.482,0.635,21.024,10.262,2.336,0.428,0.828,0
7523,93,34.627,13.214,8.961,0.975,13.892,9.707,1.475,0.678,0.93,0
8455,97,37.213,14.888,8.295,0.88,15.232,8.825,1.795,0.557,0.915,0
2737,238,108.569,42.673,7.101,0.254,47.802,10.413,6.009,0.166,0.574,1
4374,181,75.74,31.02,7.429,0.396,32.757,10.799,4.175,0.24,0.7,1
6569,155,74.77,26.458,7.459,0.348,30.414,11.0,3.547,0.282,0.622,1
5845,157,71.598,26.275,7.608,0.385,29.411,11.384,3.454,0.29,0.687,1
2409,170,80.326,24.871,8.703,0.331,27.659,14.31,2.858,0.35,0.567,1
2492,160,80.326,30.798,6.615,0.312,33.971,9.899,4.656,0.215,0.593,1
802,106,40.385,16.46,8.199,0.817,16.492,8.0,2.007,0.498,0.934,0
7555,108,38.284,13.223,10.399,0.926,13.601,10.607,1.272,0.786,0.908,0
8459,103,39.213,14.83,8.843,0.842,15.524,9.0,1.677,0.596,0.916,0
7514,117,40.284,15.024,9.916,0.906,15.652,10.733,1.515,0.66,0.903,0
2165,92,34.627,12.951,9.045,0.964,13.601,9.0,1.432,0.698,0.929,0
4698,112,38.627,14.15,10.078,0.943,14.56,10.0,1.404,0.712,0.933,0
3363,250,99.054,32.966,9.656,0.32,39.661,15.442,3.414,0.293,0.611,1
2246,97,35.456,13.039,9.472,0.97,13.892,9.899,1.377,0.726,0.919,0
9445,91,34.627,11.048,10.487,0.954,12.083,11.0,1.053,0.949,0.91,0
4676,169,68.184,27.167,7.921,0.457,28.792,10.002,3.43,0.292,0.744,1
9824,270,114.468,30.673,11.208,0.259,36.359,20.69,2.737,0.365,0.48,1
4652,135,62.184,22.413,7.669,0.439,25.239,10.755,2.923,0.342,0.662,1
8689,135,44.527,17.73,9.695,0.856,18.439,9.899,1.829,0.547,0.922,0
9586,59,41.698,15.482,4.852,0.426,18.601,7.741,3.191,0.313,0.648,-1
7924,103,38.87,15.326,8.557,0.857,16.125,9.192,1.791,0.558,0.912,0
5202,178,74.77,29.956,7.566,0.4,31.145,9.399,3.959,0.253,0.749,1
1643,74,31.213,10.902,8.643,0.954,12.083,9.0,1.261,0.793,0.908,0
763,213,85.497,28.438,9.537,0.366,34.015,13.652,2.982,0.335,0.645,1
2315,98,36.627,14.289,8.732,0.918,15.0,9.192,1.636,0.611,0.933,0
9789,103,38.042,14.495,9.048,0.894,15.0,9.899,1.602,0.624,0.924,0
4325,190,73.598,28.964,8.352,0.441,29.732,10.955,3.468,0.288,0.7,1
4657,198,80.326,30.69,8.214,0.386,34.015,11.863,3.736,0.268,0.65,1
7314,416,158.309,35.669,14.85,0.209,50.636,27.39,2.402,0.416,0.449,-1
8635,102,36.284,13.333,9.741,0.974,13.892,9.899,1.369,0.731,0.919,0
1347,109,39.698,15.461,8.976,0.869,16.125,9.899,1.723,0.581,0.897,0
7822,121,40.627,15.102,10.201,0.921,15.811,10.0,1.48,0.675,0.938,0
2364,113,38.627,13.978,10.293,0.952,14.765,11.0,1.358,0.736,0.938,0
7902,82,33.799,12.3,8.488,0.902,12.649,9.0,1.449,0.69,0.901,0
1674,100,37.456,13.162,9.674,0.896,14.318,10.0,1.361,0.735,0.905,0
5261,108,38.284,12.946,10.622,0.926,13.928,11.314,1.219,0.82,0.904,0
3499,220,97.539,36.101,7.759,0.291,38.288,11.263,4.653,0.215,0.577,1
1799,112,41.213,15.891,8.974,0.829,15.811,9.0,1.771,0.565,0.929,0
3991,114,40.042,15.127,9.595,0.893,16.125,10.607,1.576,0.634,0.919,0
3661,219,103.054,25.975,10.735,0.259,36.401,17.171,2.42,0.413,0.485,1
8082,71,31.213,10.836,8.343,0.916,11.662,9.192,1.299,0.77,0.887,0
9519,227,88.326,31.223,9.257,0.366,34.234,12.748,3.373,0.296,0.641,1
5094,187,68.77,28.449,8.369,0.497,28.284,10.0,3.399,0.294,0.791,1
5728,111,38.042,12.88,10.973,0.964,13.892,11.7,1.174,0.852,0.921,0
8664,109,37.213,12.641,10.979,0.989,13.416,11.0,1.151,0.868,0.94,0
5406,182,50.527,18.087,12.812,0.896,19.313,13.864,1.412,0.708,0.919,0
4521,163,63.941,24.13,8.601,0.501,26.173,11.0,2.806,0.356,0.776,1
8066,90,35.213,12.872,8.902,0.912,13.601,9.839,1.446,0.692,0.918,0
9619,210,96.326,34.823,7.678,0.284,37.216,11.717,4.535,0.22,0.548,1
5149,159,66.184,26.062,7.768,0.456,27.893,10.522,3.355,0.298,0.724,1
9167,116,40.627,15.674,9.423,0.883,16.155,10.0,1.663,0.601,0.924,0
2276,87,33.799,12.38,8.947,0.957,13.0,9.0,1.384,0.723,0.93,0
6087,366,88.326,30.773,15.143,0.59,31.401,18.0,2.032,0.492,0.765,-1
8443,86,34.385,13.484,8.121,0.914,13.601,8.0,1.66,0.602,0.93,0
10534,83,36.87,12.684,8.332,0.767,14.422,9.153,1.522,0.657,0.869,0
3260,205,77.983,32.956,7.92,0.424,34.059,10.607,4.161,0.24,0.722,1
9510,126,48.284,19.32,8.304,0.679,19.723,10.174,2.327,0.43,0.837,0
6645,196,85.255,32.792,7.61,0.339,36.401,11.599,4.309,0.232,0.682,1
6130,227,90.083,35.354,8.175,0.352,35.44,10.983,4.324,0.231,0.684,1
2228,87,34.87,12.972,8.54,0.899,13.416,9.192,1.519,0.658,0.892,0
1946,86,34.042,12.398,8.832,0.933,13.416,9.839,1.404,0.712,0.901,0
9928,199,105.255,33.342,7.599,0.226,43.829,13.227,4.388,0.228,0.476,1
2894,185,79.74,30.453,7.735,0.366,33.971,11.714,3.937,0.254,0.612,1
6356,81,33.456,11.239,9.176,0.909,12.207,9.899,1.225,0.816,0.88,0
4536,120,40.87,14.902,10.253,0.903,15.811,10.983,1.454,0.688,0.913,0
4409,122,40.87,14.911,10.417,0.918,15.524,11.0,1.431,0.699,0.914,0
7023,200,95.64,34.181,7.45,0.275,41.146,11.275,4.588,0.218,0.552,1
74,242,72.184,30.898,9.972,0.584,30.083,10.693,3.098,0.323,0.864,-1
4211,102,36.385,13.552,9.583,0.968,13.928,9.0,1.414,0.707,0.958,0
4740,174,72.426,27.958,7.924,0.417,30.463,11.628,3.528,0.283,0.693,1
2753,228,98.711,26.972,10.763,0.294,34.713,15.186,2.506,0.399,0.534,1
3212,228,105.296,43.145,6.729,0.258,47.885,10.015,6.412,0.156,0.659,1
2777,164,66.326,26.904,7.761,0.468,29.069,9.899,3.466,0.288,0.759,1
4807,163,66.912,28.327,7.327,0.458,29.682,10.023,3.866,0.259,0.746,1
6468,243,109.497,43.127,7.174,0.255,47.096,11.0,6.012,0.166,0.615,1
8820,168,57.698,25.014,8.551,0.634,25.298,9.487,2.925,0.342,0.906,0
3935,257,104.326,36.168,9.047,0.297,43.829,14.78,3.998,0.25,0.589,1
1243,162,60.527,21.209,9.726,0.556,24.597,12.0,2.181,0.459,0.77,1
7123,205,83.154,31.799,8.208,0.373,35.228,11.926,3.874,0.258,0.681,1
6925,97,40.042,11.936,10.348,0.76,13.892,10.85,1.153,0.867,0.855,0
2209,84,33.799,13.145,8.136,0.924,13.892,9.0,1.616,0.619,0.933,0
6331,112,39.213,15.042,9.48,0.915,15.297,9.0,1.587,0.63,0.945,0
9999,199,91.497,25.318,10.008,0.299,32.45,15.057,2.53,0.395,0.489,1
3029,110,38.87,13.677,10.241,0.915,14.318,10.752,1.336,0.749,0.909,0
10381,71,30.971,11.48,7.875,0.93,12.207,8.497,1.458,0.686,0.922,0
3805,279,111.196,40.513,8.768,0.284,45.607,13.06,4.62,0.216,0.633,1
4042,124,41.698,15.137,10.43,0.896,15.524,11.094,1.451,0.689,0.899,0
7137,143,53.941,19.58,9.299,0.618,22.023,11.717,2.106,0.475,0.784,0
3364,378,134.711,32.046,15.019,0.262,37.216,18.198,2.134,0.469,0.705,-1
7173,138,59.355,19.451,9.033,0.492,22.804,12.437,2.153,0.464,0.711,1
9364,241,103.054,25.748,11.917,0.285,29.682,18.185,2.161,0.463,0.601,1
10308,83,34.042,13.512,7.821,0.9,13.928,8.854,1.728,0.579,0.907,0
5012,149,45.698,16.138,11.755,0.897,17.464,12.0,1.373,0.728,0.909,0
1070,133,44.042,17.374,9.747,0.862,17.464,10.0,1.783,0.561,0.92,0
9965,51,28.385,11.885,5.464,0.795,12.166,6.0,2.175,0.46,0.872,0
2721,122,42.87,16.799,9.247,0.834,17.088,9.839,1.817,0.55,0.91,0
7028,210,90.669,34.683,7.709,0.321,37.336,11.86,4.499,0.222,0.646,1
7197,144,68.284,25.773,7.114,0.388,29.155,10.0,3.623,0.276,0.704,1
6067,152,72.326,29.012,6.671,0.365,30.806,9.899,4.349,0.23,0.644,1
7586,119,40.627,14.776,10.254,0.906,15.524,10.0,1.441,0.694,0.926,0
495,211,104.811,41.632,6.453,0.241,45.541,11.385,6.452,0.155,0.545,1
2298,138,63.012,22.155,7.931,0.437,25.632,11.179,2.794,0.358,0.692,1
5177,205,78.912,31.381,8.318,0.414,33.422,11.314,3.773,0.265,0.696,1
9232,202,82.669,29.338,8.767,0.371,32.985,12.067,3.346,0.299,0.685,1
4965,198,82.527,32.921,7.658,0.365,35.693,10.0,4.299,0.233,0.737,1
7598,104,42.627,14.416,9.185,0.719,15.232,9.944,1.57,0.637,0.822,0
10093,124,42.87,16.535,9.548,0.848,17.205,10.6,1.732,0.577,0.908,0
770,67,30.385,10.263,8.312,0.912,11.402,9.0,1.235,0.81,0.899,0
9977,218,100.083,36.852,7.532,0.273,41.304,11.384,4.893,0.204,0.581,1
9435,108,37.456,13.335,10.312,0.967,13.892,10.607,1.293,0.773,0.931,0
7650,162,77.497,30.899,6.676,0.339,33.106,9.783,4.629,0.216,0.664,1
10210,89,34.627,13.27,8.539,0.933,13.928,9.0,1.554,0.643,0.927,0
8420,95,38.284,15.721,7.694,0.815,16.125,8.485,2.043,0.489,0.9,0
141,122,42.042,16.171,9.606,0.867,16.763,10.0,1.683,0.594,0.924,0
3889,113,38.627,14.219,10.119,0.952,15.0,10.607,1.405,0.712,0.938,0
6281,170,68.77,25.74,8.409,0.452,27.857,10.287,3.061,0.327,0.78,1
1193,117,40.87,15.796,9.431,0.88,16.643,9.899,1.675,0.597,0.925,0
8370,86,33.799,12.611,8.683,0.946,13.601,9.0,1.452,0.689,0.93,0
3327,383,175.48,52.612,9.269,0.156,62.65,19.926,5.676,0.176,0.426,-1
9936,230,87.983,28.0,10.459,0.373,34.785,14.513,2.677,0.374,0.626,1
2559,285,112.368,35.362,10.262,0.284,44.418,15.392,3.446,0.29,0.538,1
797,99,38.042,14.9,8.46,0.86,15.232,9.099,1.761,0.568,0.908,0
8848,167,54.87,22.486,9.456,0.697,22.361,10.0,2.378,0.421,0.895,0
4015,185,81.154,25.819,9.123,0.353,30.887,12.905,2.83,0.353,0.606,1
5792,225,92.912,37.486,7.642,0.328,41.231,11.384,4.905,0.204,0.709,1
6478,306,129.296,33.029,11.796,0.23,45.222,20.324,2.8,0.357,0.429,1
10277,94,36.627,13.418,8.92,0.88,14.422,9.899,1.504,0.665,0.908,0
9569,256,70.184,29.009,11.236,0.653,29.155,13.282,2.582,0.387,0.849,-1
3936,189,104.468,36.349,6.62,0.218,43.267,11.39,5.491,0.182,0.434,1
2508,106,38.87,14.267,9.46,0.882,15.232,10.286,1.508,0.663,0.902,0
10203,215,85.397,31.072,8.81,0.37,35.468,13.158,3.527,0.284,0.638,1
4421,118,39.213,13.856,10.843,0.964,14.765,11.0,1.278,0.783,0.944,0
4839,155,57.012,22.017,8.964,0.599,23.601,11.706,2.456,0.407,0.797,1
8036,185,62.426,23.569,9.994,0.597,24.187,12.425,2.358,0.424,0.817,-1
3279,193,82.569,29.142,8.432,0.356,34.409,12.655,3.456,0.289,0.629,1
7221,193,80.669,31.201,7.876,0.373,34.015,12.522,3.962,0.252,0.638,1
845,94,36.042,14.131,8.47,0.909,14.765,9.192,1.668,0.599,0.926,0
4971,203,78.326,30.355,8.515,0.416,32.45,12.728,3.565,0.281,0.65,1
3824,179,87.983,36.836,6.187,0.291,38.626,9.099,5.954,0.168,0.696,1
8859,177,67.012,26.96,8.359,0.495,28.46,10.752,3.225,0.31,0.801,1
5075,188,83.012,31.689,7.554,0.343,35.903,10.672,4.195,0.238,0.687,1
7677,168,68.326,28.214,7.582,0.452,29.833,10.607,3.721,0.269,0.753,1
4799,366,136.024,30.627,15.216,0.249,39.812,25.526,2.013,0.497,0.488,-1
8062,89,36.042,13.923,8.139,0.861,14.422,9.153,1.711,0.585,0.894,0
3425,241,103.64,33.521,9.154,0.282,38.275,16.034,3.662,0.273,0.517,1
9614,56,26.971,9.092,7.842,0.967,10.296,8.0,1.159,0.862,0.911,0
5642,245,93.882,39.24,7.95,0.349,40.817,11.748,4.936,0.203,0.648,1
5299,96,37.113,13.062,9.358,0.876,13.928,9.839,1.396,0.716,0.889,0
9870,75,31.799,11.236,8.498,0.932,11.705,9.0,1.322,0.756,0.904,0
2176,78,31.799,12.118,8.196,0.969,12.649,8.0,1.479,0.676,0.934,0
8736,139,45.113,17.496,10.115,0.858,18.028,10.607,1.73,0.578,0.917,0
8173,66,28.627,10.1,8.32,1.0,10.817,8.485,1.214,0.824,0.91,0
9791,121,41.456,13.978,11.022,0.885,14.765,11.672,1.268,0.788,0.9,0
2532,117,40.87,14.763,10.09,0.88,16.155,11.0,1.463,0.683,0.907,0
5824,167,63.598,24.47,8.69,0.519,26.401,11.175,2.816,0.355,0.771,1
6784,223,90.669,33.164,8.562,0.341,36.674,12.393,3.874,0.258,0.653,1
7501,114,40.284,14.929,9.722,0.883,15.264,10.539,1.536,0.651,0.901,0
6243,182,86.669,28.236,8.207,0.304,32.65,12.363,3.44,0.291,0.532,1
9178,128,43.456,16.024,10.17,0.852,17.117,10.0,1.576,0.635,0.918,0
6347,107,37.698,14.044,9.7,0.946,14.765,9.899,1.448,0.691,0.915,0
7763,139,45.698,17.932,9.87,0.836,18.868,11.18,1.817,0.55,0.906,0
1194,114,40.627,15.712,9.238,0.868,16.279,9.0,1.701,0.588,0.931,0
58,250,100.711,36.413,8.742,0.31,41.183,13.864,4.165,0.24,0.558,1
5061,187,69.841,25.977,9.166,0.482,28.636,11.628,2.834,0.353,0.778,1
2118,86,33.213,12.004,9.122,0.98,12.649,9.0,1.316,0.76,0.925,0
2813,145,44.627,15.27,12.09,0.915,15.811,12.0,1.263,0.792,0.929,0
1792,83,33.456,12.181,8.676,0.932,13.0,9.192,1.404,0.712,0.907,0
3786,218,87.397,30.695,9.043,0.359,34.986,13.184,3.394,0.295,0.592,1
5278,105,38.042,13.63,9.808,0.912,14.765,10.539,1.39,0.72,0.913,0
5604,109,38.627,14.2,9.773,0.918,14.56,10.0,1.453,0.688,0.916,0
9543,263,90.569,31.315,10.693,0.403,34.234,15.464,2.928,0.341,0.678,1
1140,102,37.213,14.269,9.102,0.926,14.866,9.0,1.568,0.638,0.94,0
3331,208,106.225,31.505,8.406,0.232,39.294,14.702,3.748,0.267,0.481,1
6861,194,77.255,27.256,9.062,0.408,30.083,13.655,3.008,0.332,0.641,1
1468,116,40.042,15.202,9.715,0.909,15.524,10.0,1.565,0.639,0.924,0
5559,188,83.74,33.357,7.176,0.337,35.468,10.464,4.648,0.215,0.642,1
2976,175,74.083,27.983,7.963,0.401,29.833,11.314,3.514,0.285,0.647,1
3386,170,73.598,21.092,10.262,0.394,26.571,14.906,2.055,0.487,0.627,1
8476,201,110.953,22.05,11.606,0.205,33.136,21.769,1.9,0.526,0.414,-1
9241,114,39.456,13.839,10.489,0.92,14.422,11.18,1.319,0.758,0.916,0
342,144,49.941,17.825,10.286,0.726,19.416,12.017,1.733,0.577,0.847,0
1232,123,43.941,18.079,8.663,0.801,18.028,9.192,2.087,0.479,0.898,0
3756,185,80.669,31.277,7.531,0.357,34.438,11.733,4.153,0.241,0.629,1
7708,185,88.569,23.083,10.204,0.296,29.155,16.753,2.262,0.442,0.551,1
6191,173,70.912,29.789,7.394,0.432,30.529,10.645,4.028,0.248,0.706,1
8750,126,41.456,14.947,10.733,0.921,15.811,11.0,1.393,0.718,0.92,0
5358,100,38.042,13.993,9.099,0.868,14.866,9.803,1.538,0.65,0.897,0
8800,88,34.627,13.607,8.234,0.922,14.422,9.153,1.653,0.605,0.917,0
655,94,36.385,14.976,7.991,0.892,15.232,8.0,1.874,0.534,0.94,0
5505,100,36.042,12.746,9.99,0.967,13.342,10.0,1.276,0.784,0.917,0
5594,158,68.083,25.659,7.84,0.428,28.636,11.068,3.273,0.306,0.705,1
6552,92,36.87,13.722,8.536,0.85,15.232,9.707,1.608,0.622,0.876,0
2567,252,114.024,46.472,6.904,0.244,49.092,11.31,6.731,0.149,0.553,1
7668,190,89.983,32.285,7.493,0.295,38.275,11.628,4.309,0.232,0.572,1
1143,91,35.456,14.293,8.106,0.91,14.765,8.875,1.763,0.567,0.915,0
3342,254,106.569,41.189,7.852,0.281,42.379,10.881,5.246,0.191,0.632,1
1760,143,45.698,17.6,10.345,0.86,18.385,11.18,1.701,0.588,0.92,0
4285,133,50.527,18.974,8.925,0.655,20.616,10.607,2.126,0.47,0.831,1
6089,323,148.066,25.074,16.402,0.185,39.0,30.631,1.529,0.654,0.389,-1
2294,123,55.598,20.023,7.821,0.5,22.361,10.461,2.56,0.391,0.709,1
649,230,69.941,22.043,13.285,0.591,25.632,15.0,1.659,0.603,0.824,-1
3348,200,99.497,35.006,7.274,0.254,39.812,11.0,4.812,0.208,0.557,1
6831,422,159.581,34.272,15.678,0.208,47.885,26.096,2.186,0.457,0.548,-1
1481,98,36.042,13.466,9.266,0.948,13.928,9.839,1.453,0.688,0.92,0
8514,136,44.87,16.686,10.378,0.849,17.464,11.18,1.608,0.622,0.904,0
1228,88,34.87,12.792,8.759,0.909,13.416,9.391,1.46,0.685,0.889,0
4223,203,72.083,26.485,9.759,0.491,26.683,12.359,2.714,0.368,0.717,1
10160,170,57.841,24.919,8.686,0.639,25.239,9.6,2.869,0.349,0.867,-1
10011,114,40.042,15.034,9.655,0.893,15.524,10.0,1.557,0.642,0.919,0
8063,100,38.042,14.405,8.839,0.868,15.297,9.0,1.63,0.614,0.913,0
1277,167,57.698,22.796,9.328,0.63,24.042,11.0,2.444,0.409,0.848,1
440,110,39.698,15.27,9.172,0.877,15.652,9.985,1.665,0.601,0.891,0
290,233,114.711,37.981,7.811,0.223,45.0,11.648,4.863,0.206,0.511,1
1440,107,38.042,13.568,10.041,0.929,14.318,11.0,1.351,0.74,0.915,0
6919,153,64.77,21.291,9.15,0.458,23.601,12.523,2.327,0.43,0.659,1
5817,188,67.841,22.067,10.847,0.513,25.807,13.435,2.034,0.492,0.748,1
9065,114,40.87,16.21,8.954,0.858,16.553,9.391,1.81,0.552,0.912,0
9195,248,107.397,37.769,8.36,0.27,45.122,12.225,4.518,0.221,0.56,1
2573,179,79.841,29.943,7.611,0.353,33.242,11.124,3.934,0.254,0.702,1
8968,115,40.87,15.918,9.199,0.865,16.643,9.899,1.73,0.578,0.916,0
5431,186,81.355,32.803,7.22,0.353,34.525,10.0,4.544,0.22,0.725,1
4940,148,63.598,25.495,7.391,0.46,26.571,10.672,3.449,0.29,0.712,1
7434,304,134.51,22.956,16.861,0.211,40.497,27.611,1.361,0.735,0.42,-1
9345,289,125.439,25.208,14.597,0.231,36.674,27.067,1.727,0.579,0.454,1
8645,267,69.598,23.761,14.307,0.693,25.298,16.0,1.661,0.602,0.86,-1
6871,186,78.669,28.832,8.214,0.378,31.78,11.365,3.51,0.285,0.648,1
4901,193,81.983,32.69,7.517,0.361,36.359,10.286,4.349,0.23,0.704,1
5270,108,38.87,13.914,9.883,0.898,15.232,10.607,1.408,0.71,0.911,0
7119,211,90.326,25.852,10.392,0.325,34.54,15.953,2.488,0.402,0.572,1
2025,133,43.456,16.823,10.066,0.885,17.464,10.752,1.671,0.598,0.93,0
5899,323,141.64,30.735,13.381,0.202,53.0,24.363,2.297,0.435,0.406,-1
9833,243,88.912,33.278,9.297,0.386,35.511,11.763,3.579,0.279,0.691,1
6487,191,77.497,27.866,8.727,0.4,30.414,11.891,3.193,0.313,0.662,1
4838,136,56.77,18.991,9.118,0.53,20.224,10.0,2.083,0.48,0.798,1
5892,231,110.468,38.029,7.734,0.238,43.658,11.724,4.917,0.203,0.504,1
2637,76,31.213,11.046,8.76,0.98,11.662,9.192,1.261,0.793,0.921,0
8198,124,45.598,15.377,10.267,0.749,17.464,11.49,1.498,0.668,0.844,0
10107,169,83.255,32.864,6.547,0.306,36.401,9.87,5.019,0.199,0.606,1
2999,217,89.054,35.317,7.823,0.344,36.235,10.943,4.514,0.222,0.647,1
6679,249,116.468,34.669,9.145,0.231,41.183,14.739,3.791,0.264,0.465,1
5353,195,75.983,24.948,9.952,0.424,28.46,12.921,2.507,0.399,0.696,1
3804,206,88.669,33.401,7.853,0.329,37.121,12.0,4.254,0.235,0.642,1
5481,184,72.083,26.01,9.007,0.445,29.411,12.462,2.888,0.346,0.679,1
816,110,40.042,15.996,8.756,0.862,16.492,9.0,1.827,0.547,0.917,0
7121,218,89.154,34.09,8.142,0.345,36.497,11.093,4.187,0.239,0.66,1
7711,219,98.225,33.362,8.358,0.285,38.897,14.23,3.992,0.251,0.513,1
1433,116,40.87,15.654,9.435,0.873,16.125,10.118,1.659,0.603,0.91,0
5116,198,77.74,28.951,8.708,0.412,33.015,11.767,3.325,0.301,0.717,1
1244,168,56.184,21.348,10.02,0.669,23.409,11.628,2.131,0.469,0.84,1
8106,77,32.627,12.75,7.689,0.909,13.342,8.0,1.658,0.603,0.906,0
7969,85,33.799,13.131,8.242,0.935,13.601,8.0,1.593,0.628,0.939,0
2127,101,36.627,13.493,9.531,0.946,14.422,9.899,1.416,0.706,0.935,0
7067,194,81.497,31.526,7.835,0.367,32.894,10.865,4.024,0.249,0.655,1
204,199,92.426,33.897,7.475,0.293,39.459,12.433,4.535,0.221,0.6,1
3983,142,44.87,15.352,11.777,0.886,16.553,13.0,1.304,0.767,0.91,0
9810,165,67.841,25.236,8.325,0.451,26.0,11.094,3.032,0.33,0.708,1
507,261,156.711,35.361,9.398,0.134,57.14,16.901,3.763,0.266,0.315,1
1123,88,36.385,14.958,7.491,0.835,15.232,8.0,1.997,0.501,0.921,0
704,174,60.77,21.627,10.244,0.592,24.042,12.333,2.111,0.474,0.811,1
8059,95,36.87,14.192,8.523,0.878,14.765,9.192,1.665,0.601,0.905,0
5078,50,25.556,9.254,6.879,0.962,9.849,7.0,1.345,0.743,0.909,0
9956,116,41.698,16.256,9.085,0.838,17.088,9.839,1.789,0.559,0.896,0
8595,201,61.841,25.981,9.85,0.66,25.554,10.539,2.638,0.379,0.884,0
10311,50,24.971,8.881,7.168,1.0,9.487,7.0,1.239,0.807,0.909,0
2023,137,44.87,17.246,10.115,0.855,17.72,10.59,1.705,0.586,0.91,0
1597,185,66.669,24.64,9.56,0.523,27.785,12.257,2.577,0.388,0.758,1
9530,238,108.225,29.938,10.122,0.255,35.511,18.508,2.958,0.338,0.456,1
5385,160,58.527,22.563,9.029,0.587,23.77,10.97,2.499,0.4,0.779,1
1340,212,70.669,25.526,10.574,0.533,28.844,13.087,2.414,0.414,0.764,1
7492,220,60.426,24.019,11.662,0.757,23.707,12.826,2.06,0.486,0.885,-1
776,73,33.213,11.498,8.083,0.832,12.53,9.261,1.422,0.703,0.869,0
9852,279,127.924,25.345,14.016,0.214,36.235,26.102,1.808,0.553,0.459,1
3236,203,104.468,35.582,7.264,0.234,41.976,12.567,4.898,0.204,0.475,1
5498,108,38.042,13.863,9.919,0.938,14.56,10.0,1.398,0.716,0.919,0
6164,217,89.74,36.602,7.549,0.339,37.643,10.866,4.849,0.206,0.662,1
2143,85,33.213,11.995,9.022,0.968,12.649,9.0,1.329,0.752,0.929,0
8555,119,44.87,17.007,8.909,0.743,18.601,10.419,1.909,0.524,0.859,0
9464,141,44.87,17.126,10.482,0.88,18.028,11.0,1.634,0.612,0.931,0
2666,262,100.61,42.013,7.94,0.325,44.822,10.778,5.291,0.189,0.681,1
